lemma,pos,verdict,nT,nF,n_syn,n_clusters,lexfiles
seize,V,HOMONYM_CAND,1,4,8,6,verb.cognition|verb.contact|verb.possession
execute,V,HOMONYM_CAND,4,1,7,6,verb.communication|verb.creation|verb.social
cut,N,HOMONYM_CAND,2,3,20,2,noun.act|noun.artifact|noun.cognition|noun.communication|noun.food|noun.possession|noun.state
series,N,HOMONYM_CAND,2,3,7,2,noun.cognition|noun.communication|noun.event|noun.group|noun.relation
pain,N,HOMONYM_CAND,1,4,5,2,noun.cognition|noun.feeling|noun.person|noun.state
tab,N,HOMONYM_CAND,5,0,5,2,noun.artifact|noun.communication
fit,V,HOMONYM_CAND,4,1,9,6,verb.change|verb.possession|verb.stative
trade,N,HOMONYM_CAND,3,2,7,2,noun.act|noun.group|noun.phenomenon
office,N,HOMONYM_CAND,0,5,7,2,noun.act|noun.artifact|noun.group|noun.state
eye,N,HOMONYM_CAND,2,3,5,2,noun.artifact|noun.body|noun.cognition|noun.location
bar,N,HOMONYM_CAND,1,4,15,2,noun.act|noun.artifact|noun.attribute|noun.communication|noun.group|noun.object|noun.quantity
matter,N,HOMONYM_CAND,1,4,6,2,noun.Tops|noun.attribute|noun.cognition|noun.communication
union,N,HOMONYM_CAND,0,5,11,2,noun.act|noun.artifact|noun.event|noun.group|noun.location|noun.process|noun.state
truth,N,HOMONYM_CAND,4,1,5,2,noun.attribute|noun.cognition|noun.communication|noun.person|noun.state
channel,N,HOMONYM_CAND,3,2,8,2,noun.act|noun.artifact|noun.body|noun.communication|noun.object|noun.shape
performance,N,HOMONYM_CAND,2,3,5,2,noun.act|noun.communication|noun.process
show,V,HOMONYM_CAND,2,2,12,8,verb.cognition|verb.communication|verb.competition|verb.creation|verb.motion|verb.perception
trace,V,HOMONYM_CAND,1,3,8,8,verb.cognition|verb.contact|verb.creation|verb.motion|verb.perception
build,V,HOMONYM_CAND,2,2,10,9,verb.change|verb.cognition|verb.creation|verb.social
volume,N,HOMONYM_CAND,2,2,6,2,noun.artifact|noun.attribute|noun.communication|noun.quantity
restraint,N,HOMONYM_CAND,0,4,6,2,noun.act|noun.artifact|noun.attribute|noun.cognition|noun.state
reduce,V,HOMONYM_CAND,0,4,20,16,verb.body|verb.change|verb.contact|verb.emotion|verb.possession|verb.social
edge,N,HOMONYM_CAND,2,2,6,2,noun.artifact|noun.attribute|noun.location|noun.shape
fail,V,HOMONYM_CAND,3,1,11,11,verb.change|verb.emotion|verb.possession|verb.social
assume,V,HOMONYM_CAND,1,3,9,9,verb.body|verb.change|verb.cognition|verb.contact|verb.creation|verb.motion|verb.possession|verb.social
cast,V,HOMONYM_CAND,0,4,11,10,verb.body|verb.communication|verb.competition|verb.contact|verb.creation|verb.motion|verb.possession|verb.social
crash,V,HOMONYM_CAND,1,3,13,13,verb.body|verb.change|verb.contact|verb.motion|verb.perception|verb.stative
splash,N,HOMONYM_CAND,0,4,6,2,noun.act|noun.attribute|noun.event|noun.quantity|noun.state
float,V,HOMONYM_CAND,0,4,9,9,verb.change|verb.cognition|verb.contact|verb.motion|verb.social
repair,V,HOMONYM_CAND,1,3,5,5,verb.body|verb.change|verb.motion|verb.possession
shade,N,HOMONYM_CAND,4,0,8,2,noun.artifact|noun.attribute|noun.cognition|noun.communication|noun.quantity|noun.state
copy,N,HOMONYM_CAND,3,1,4,2,noun.artifact|noun.communication
convert,V,HOMONYM_CAND,3,1,11,9,verb.change|verb.communication|verb.competition
allow,V,HOMONYM_CAND,1,3,10,7,verb.cognition|verb.communication|verb.possession|verb.social|verb.stative
try,V,HOMONYM_CAND,1,3,9,8,verb.body|verb.change|verb.consumption|verb.emotion|verb.social
ensure,V,HOMONYM_CAND,4,0,2,2,verb.cognition|verb.communication
tolerate,V,HOMONYM_CAND,3,1,4,3,verb.cognition|verb.communication|verb.perception|verb.social
state,N,HOMONYM_CAND,3,1,8,2,noun.Tops|noun.group|noun.location|noun.state
sophisticate,V,HOMONYM_CAND,2,2,4,4,verb.change|verb.communication|verb.social
addition,N,HOMONYM_CAND,1,3,6,2,noun.act|noun.artifact|noun.location|noun.possession|noun.quantity
camp,V,HOMONYM_CAND,4,0,3,3,verb.change|verb.contact|verb.stative
orbit,N,HOMONYM_CAND,2,2,5,2,noun.attribute|noun.body|noun.location|noun.state
push,V,HOMONYM_CAND,1,3,10,7,verb.communication|verb.contact|verb.motion|verb.possession|verb.social
step,N,HOMONYM_CAND,2,2,11,2,noun.act|noun.artifact|noun.communication|noun.event|noun.quantity|noun.state
impression,N,HOMONYM_CAND,1,3,9,2,noun.act|noun.artifact|noun.attribute|noun.cognition|noun.communication|noun.shape
cover,N,HOMONYM_CAND,0,4,10,2,noun.act|noun.artifact|noun.object|noun.possession
process,N,HOMONYM_CAND,3,1,6,2,noun.Tops|noun.act|noun.body|noun.cognition|noun.communication
support,V,HOMONYM_CAND,3,1,11,10,verb.cognition|verb.communication|verb.contact|verb.creation|verb.possession|verb.social|verb.stative
reach,V,HOMONYM_CAND,0,4,9,8,verb.communication|verb.competition|verb.contact|verb.motion|verb.possession|verb.social|verb.stative
stress,N,HOMONYM_CAND,1,3,5,2,noun.communication|noun.phenomenon|noun.state
hang,V,HOMONYM_CAND,1,3,15,14,verb.change|verb.contact|verb.creation|verb.motion|verb.perception|verb.social|verb.stative
company,N,HOMONYM_CAND,3,1,9,2,noun.group|noun.person|noun.state
demand,N,HOMONYM_CAND,2,2,5,2,noun.act|noun.cognition|noun.communication|noun.process|noun.state
tension,N,HOMONYM_CAND,1,3,6,2,noun.act|noun.phenomenon|noun.state
crack,V,HOMONYM_CAND,1,3,13,9,verb.change|verb.communication|verb.contact|verb.emotion|verb.perception|verb.social
mount,V,HOMONYM_CAND,4,0,8,7,verb.change|verb.contact|verb.creation|verb.motion
meet,V,HOMONYM_CAND,3,1,13,12,verb.competition|verb.consumption|verb.contact|verb.motion|verb.perception|verb.social|verb.stative
round,V,HOMONYM_CAND,3,1,7,7,verb.body|verb.change|verb.communication|verb.motion
translate,V,HOMONYM_CAND,2,2,10,9,verb.change|verb.cognition|verb.communication|verb.contact|verb.motion|verb.stative
cycle,N,HOMONYM_CAND,3,1,6,2,noun.artifact|noun.event|noun.group|noun.time
post,V,HOMONYM_CAND,1,3,12,10,verb.communication|verb.competition|verb.contact|verb.motion|verb.possession|verb.social
construction,N,HOMONYM_CAND,1,3,7,2,noun.act|noun.artifact|noun.cognition|noun.communication
trust,V,HOMONYM_CAND,3,1,6,5,verb.cognition|verb.emotion|verb.possession|verb.social
force,N,HOMONYM_CAND,1,3,10,2,noun.act|noun.attribute|noun.group|noun.person|noun.phenomenon
reading,N,HOMONYM_CAND,3,1,8,2,noun.act|noun.cognition|noun.communication|noun.location
streak,N,HOMONYM_CAND,4,0,4,2,noun.attribute|noun.event|noun.group
process,V,HOMONYM_CAND,2,2,7,7,verb.change|verb.cognition|verb.contact|verb.creation|verb.motion|verb.social
count,V,HOMONYM_CAND,1,3,9,7,verb.cognition|verb.communication|verb.stative
drink,V,HOMONYM_CAND,4,0,5,5,verb.cognition|verb.consumption
path,N,HOMONYM_CAND,2,2,4,2,noun.act|noun.artifact|noun.location|noun.object
erase,V,HOMONYM_CAND,2,2,3,3,verb.change|verb.communication|verb.contact
prepare,V,HOMONYM_CAND,1,3,8,8,verb.change|verb.cognition|verb.creation|verb.perception|verb.social
resistance,N,HOMONYM_CAND,3,1,11,2,noun.act|noun.artifact|noun.attribute|noun.group|noun.phenomenon|noun.state
agree,V,HOMONYM_CAND,2,2,7,6,verb.communication|verb.possession|verb.stative
surface,N,HOMONYM_CAND,1,3,6,2,noun.artifact|noun.cognition|noun.location|noun.object
nose,N,HOMONYM_CAND,1,3,8,2,noun.artifact|noun.body|noun.cognition|noun.communication|noun.quantity
effect,N,HOMONYM_CAND,2,2,6,2,noun.attribute|noun.cognition|noun.communication|noun.phenomenon|noun.state
view,N,HOMONYM_CAND,1,3,10,2,noun.act|noun.artifact|noun.attribute|noun.cognition|noun.communication|noun.location
pop,V,HOMONYM_CAND,0,4,13,13,verb.change|verb.competition|verb.consumption|verb.contact|verb.motion|verb.perception
stop,V,HOMONYM_CAND,2,2,11,9,verb.change|verb.competition|verb.contact|verb.motion|verb.social|verb.stative
draft,N,HOMONYM_CAND,1,3,11,2,noun.act|noun.artifact|noun.attribute|noun.communication|noun.food|noun.phenomenon|noun.possession
shuffle,V,HOMONYM_CAND,2,2,3,3,verb.contact|verb.motion
place,V,HOMONYM_CAND,0,4,16,13,verb.cognition|verb.communication|verb.competition|verb.contact|verb.creation|verb.possession|verb.social|verb.stative
shopping,N,HOMONYM_CAND,3,1,2,2,noun.act|noun.artifact
sound,N,HOMONYM_CAND,1,3,8,2,noun.attribute|noun.cognition|noun.communication|noun.event|noun.object|noun.phenomenon
record,N,HOMONYM_CAND,4,0,8,2,noun.act|noun.artifact|noun.communication|noun.possession|noun.quantity
civilization,N,HOMONYM_CAND,1,2,4,2,noun.attribute|noun.group|noun.process
stir,V,HOMONYM_CAND,1,2,8,8,verb.contact|verb.creation|verb.emotion|verb.motion|verb.perception
circus,N,HOMONYM_CAND,1,2,6,2,noun.act|noun.animal|noun.artifact|noun.group
church,N,HOMONYM_CAND,2,1,4,2,noun.act|noun.artifact|noun.group
describe,V,HOMONYM_CAND,3,0,4,3,verb.cognition|verb.communication|verb.contact
chance,N,HOMONYM_CAND,1,2,5,2,noun.act|noun.attribute|noun.phenomenon|noun.state
shell,V,HOMONYM_CAND,3,0,8,8,verb.change|verb.competition|verb.contact|verb.creation
sum,N,HOMONYM_CAND,2,1,6,2,noun.artifact|noun.cognition|noun.group|noun.possession
coordinate,V,HOMONYM_CAND,3,0,4,4,verb.change|verb.social
stream,N,HOMONYM_CAND,2,1,5,2,noun.act|noun.event|noun.group|noun.object|noun.state
create,V,HOMONYM_CAND,2,1,6,6,verb.creation|verb.social
range,V,HOMONYM_CAND,3,0,8,8,verb.cognition|verb.consumption|verb.contact|verb.motion|verb.stative
meeting,N,HOMONYM_CAND,1,2,6,2,noun.act|noun.event|noun.group|noun.location
object,N,HOMONYM_CAND,1,2,5,2,noun.Tops|noun.cognition|noun.communication
demand,V,HOMONYM_CAND,2,1,6,2,verb.communication|verb.stative
drift,V,HOMONYM_CAND,0,3,10,10,verb.change|verb.contact|verb.motion|verb.stative
distance,N,HOMONYM_CAND,2,1,6,2,noun.attribute|noun.feeling|noun.location|noun.time
advance,V,HOMONYM_CAND,1,2,12,11,verb.change|verb.communication|verb.competition|verb.motion|verb.possession|verb.social
bank,V,HOMONYM_CAND,1,2,8,8,verb.cognition|verb.contact|verb.motion|verb.possession
push,N,HOMONYM_CAND,1,2,5,2,noun.act|noun.artifact|noun.attribute|noun.phenomenon
heat,V,HOMONYM_CAND,1,2,4,4,verb.change|verb.emotion|verb.possession
study,N,HOMONYM_CAND,0,3,10,2,noun.act|noun.artifact|noun.cognition|noun.communication|noun.person
stop,N,HOMONYM_CAND,1,2,11,2,noun.act|noun.artifact|noun.communication|noun.event|noun.location|noun.state
habit,N,HOMONYM_CAND,2,1,6,2,noun.act|noun.artifact|noun.cognition|noun.process
drive,N,HOMONYM_CAND,0,3,12,2,noun.act|noun.artifact|noun.attribute|noun.state
fabric,N,HOMONYM_CAND,3,0,2,2,noun.artifact|noun.attribute
top,V,HOMONYM_CAND,1,2,10,10,verb.change|verb.contact|verb.motion|verb.possession|verb.stative
face,V,HOMONYM_CAND,1,2,9,9,verb.communication|verb.competition|verb.contact|verb.motion|verb.perception|verb.stative
clean,V,HOMONYM_CAND,2,1,10,10,verb.body|verb.change|verb.contact|verb.stative
live,V,HOMONYM_CAND,1,2,7,7,verb.cognition|verb.stative
pound,V,HOMONYM_CAND,0,3,8,7,verb.change|verb.contact|verb.motion
snap,N,HOMONYM_CAND,0,3,13,2,noun.act|noun.artifact|noun.attribute|noun.event|noun.food|noun.time
unravel,V,HOMONYM_CAND,3,0,3,3,verb.change|verb.contact
look,V,HOMONYM_CAND,2,1,10,10,verb.body|verb.cognition|verb.communication|verb.perception|verb.social|verb.stative
motion,N,HOMONYM_CAND,0,3,7,2,noun.act|noun.communication|noun.event|noun.phenomenon|noun.state
shed,V,HOMONYM_CAND,1,2,4,3,verb.body|verb.contact
flare,N,HOMONYM_CAND,1,2,11,2,noun.act|noun.artifact|noun.communication|noun.phenomenon|noun.process|noun.shape|noun.state
forefront,N,HOMONYM_CAND,3,0,2,2,noun.cognition|noun.location
pass,V,HOMONYM_CAND,0,3,25,24,verb.body|verb.change|verb.communication|verb.contact|verb.motion|verb.possession|verb.social|verb.stative
pass,N,HOMONYM_CAND,1,2,17,2,noun.act|noun.communication|noun.event|noun.object|noun.state|noun.time
inventory,N,HOMONYM_CAND,2,1,5,2,noun.act|noun.artifact|noun.cognition|noun.communication|noun.possession
send,V,HOMONYM_CAND,3,0,8,6,verb.communication|verb.competition|verb.contact|verb.motion|verb.possession
interpreter,N,HOMONYM_CAND,1,2,4,2,noun.communication|noun.person
spend,V,HOMONYM_CAND,1,2,3,2,verb.possession|verb.stative
tread,V,HOMONYM_CAND,2,1,6,6,verb.contact|verb.motion|verb.possession
use,N,HOMONYM_CAND,2,1,7,2,noun.act|noun.attribute|noun.process
escape,N,HOMONYM_CAND,2,1,8,2,noun.act|noun.artifact|noun.event|noun.plant
gravitation,N,HOMONYM_CAND,3,0,3,2,noun.cognition|noun.event|noun.phenomenon
appointment,N,HOMONYM_CAND,2,1,6,2,noun.act|noun.artifact|noun.group|noun.person
declare,V,HOMONYM_CAND,0,3,8,4,verb.communication|verb.possession|verb.social
load,V,HOMONYM_CAND,3,0,5,4,verb.change|verb.contact|verb.possession
step,V,HOMONYM_CAND,0,3,10,9,verb.change|verb.contact|verb.motion|verb.possession|verb.social
impact,N,HOMONYM_CAND,3,0,4,2,noun.act|noun.event|noun.phenomenon
sanitize,V,HOMONYM_CAND,3,0,2,2,verb.change|verb.contact
appear,V,HOMONYM_CAND,1,2,7,7,verb.change|verb.creation|verb.perception|verb.social
plane,N,HOMONYM_CAND,1,2,5,2,noun.artifact|noun.shape|noun.state
introduce,V,HOMONYM_CAND,1,2,10,9,verb.change|verb.cognition|verb.communication|verb.contact|verb.creation|verb.motion
attack,V,HOMONYM_CAND,1,2,6,6,verb.body|verb.change|verb.communication|verb.competition
compare,V,HOMONYM_CAND,2,1,4,4,verb.cognition|verb.communication|verb.stative
safety,N,HOMONYM_CAND,1,2,6,2,noun.act|noun.artifact|noun.location|noun.state
mess,N,HOMONYM_CAND,0,3,6,2,noun.artifact|noun.food|noun.quantity|noun.state
catch,N,HOMONYM_CAND,1,2,10,2,noun.act|noun.artifact|noun.attribute|noun.communication|noun.object|noun.person|noun.quantity
wave,N,HOMONYM_CAND,2,1,9,2,noun.act|noun.body|noun.communication|noun.event|noun.person|noun.phenomenon|noun.shape
flip,V,HOMONYM_CAND,1,2,11,8,verb.change|verb.cognition|verb.contact|verb.motion|verb.perception
line,V,HOMONYM_CAND,1,2,6,6,verb.change|verb.contact|verb.stative
walk,V,HOMONYM_CAND,1,2,10,10,verb.competition|verb.motion|verb.social
enter,V,HOMONYM_CAND,3,0,9,8,verb.change|verb.communication|verb.competition|verb.contact|verb.creation|verb.motion|verb.social|verb.stative
poison,V,HOMONYM_CAND,1,2,5,5,verb.body|verb.change|verb.contact|verb.social
join,V,HOMONYM_CAND,3,0,5,5,verb.contact|verb.social|verb.stative
subject,N,HOMONYM_CAND,1,2,8,2,noun.artifact|noun.cognition|noun.communication|noun.person
conduct,V,HOMONYM_CAND,2,1,6,6,verb.creation|verb.motion|verb.social
toy,V,HOMONYM_CAND,3,0,3,3,verb.body|verb.contact|verb.social
bitch,N,HOMONYM_CAND,2,1,4,2,noun.animal|noun.communication|noun.person|noun.state
region,N,HOMONYM_CAND,0,3,5,2,noun.body|noun.cognition|noun.location|noun.quantity
concoction,N,HOMONYM_CAND,1,2,4,2,noun.act|noun.cognition|noun.event|noun.food
focus,N,HOMONYM_CAND,0,3,7,2,noun.attribute|noun.cognition|noun.location|noun.phenomenon|noun.state
stock,N,HOMONYM_CAND,0,3,17,2,noun.animal|noun.artifact|noun.food|noun.group|noun.plant|noun.possession|noun.state
snorter,N,HOMONYM_CAND,2,1,3,2,noun.artifact|noun.cognition|noun.person
level,N,HOMONYM_CAND,2,1,8,2,noun.artifact|noun.attribute|noun.cognition|noun.state
youth,N,HOMONYM_CAND,1,2,6,2,noun.attribute|noun.group|noun.person|noun.state|noun.time
neighborhood,N,HOMONYM_CAND,1,2,4,2,noun.group|noun.location|noun.quantity
lift,N,HOMONYM_CAND,1,2,12,2,noun.act|noun.artifact|noun.event|noun.phenomenon
offset,V,HOMONYM_CAND,3,0,5,4,verb.creation|verb.possession|verb.stative
canvas,N,HOMONYM_CAND,1,2,6,2,noun.artifact|noun.state
freeze,V,HOMONYM_CAND,1,2,10,10,verb.body|verb.change|verb.motion|verb.weather
member,N,HOMONYM_CAND,2,1,5,2,noun.body|noun.group|noun.person|noun.relation
prise,V,HOMONYM_CAND,3,0,3,3,verb.cognition|verb.contact|verb.creation
property,N,HOMONYM_CAND,2,1,5,2,noun.artifact|noun.attribute|noun.cognition|noun.location|noun.possession
mark,V,HOMONYM_CAND,0,3,15,15,verb.change|verb.cognition|verb.communication|verb.contact|verb.perception|verb.social
nick,N,HOMONYM_CAND,3,0,3,2,noun.act|noun.artifact|noun.attribute
stay,N,HOMONYM_CAND,3,0,5,2,noun.act|noun.artifact|noun.communication|noun.state
expression,N,HOMONYM_CAND,1,2,9,2,noun.act|noun.attribute|noun.communication|noun.process
street,N,HOMONYM_CAND,1,2,5,2,noun.artifact|noun.group|noun.state
start,N,HOMONYM_CAND,1,2,8,2,noun.act|noun.attribute|noun.communication|noun.event|noun.location|noun.time
door,N,HOMONYM_CAND,2,1,5,2,noun.artifact|noun.attribute
price,N,HOMONYM_CAND,2,1,7,2,noun.attribute|noun.communication|noun.person|noun.possession
cure,V,HOMONYM_CAND,3,0,4,4,verb.body|verb.change
masquerade,N,HOMONYM_CAND,3,0,3,2,noun.act|noun.artifact|noun.group
bend,V,HOMONYM_CAND,0,3,6,3,verb.contact|verb.motion
teach,V,HOMONYM_CAND,3,0,2,2,verb.change|verb.communication
fall,N,HOMONYM_CAND,0,3,12,2,noun.act|noun.attribute|noun.event|noun.object|noun.time
offer,V,HOMONYM_CAND,0,3,13,10,verb.cognition|verb.communication|verb.perception|verb.possession|verb.social|verb.stative
drag,V,HOMONYM_CAND,0,3,11,10,verb.change|verb.communication|verb.consumption|verb.contact|verb.motion|verb.stative
component,N,HOMONYM_CAND,2,1,3,2,noun.artifact|noun.cognition|noun.relation
stimulate,V,HOMONYM_CAND,1,2,7,7,verb.body|verb.change|verb.communication|verb.creation|verb.emotion|verb.perception
port,V,HOMONYM_CAND,2,1,8,7,verb.change|verb.consumption|verb.contact|verb.motion
fiddle,V,HOMONYM_CAND,0,3,7,6,verb.change|verb.contact|verb.creation|verb.possession|verb.social
institution,N,HOMONYM_CAND,3,0,5,2,noun.act|noun.artifact|noun.cognition|noun.group
cast,N,HOMONYM_CAND,1,2,9,2,noun.act|noun.artifact|noun.attribute|noun.group|noun.shape
restore,V,HOMONYM_CAND,2,1,5,4,verb.change|verb.possession|verb.social
refer,V,HOMONYM_CAND,0,3,7,7,verb.cognition|verb.communication|verb.motion|verb.stative
crush,V,HOMONYM_CAND,1,2,8,7,verb.change|verb.competition|verb.contact|verb.emotion|verb.social
forbid,V,HOMONYM_CAND,3,0,2,2,verb.communication|verb.social
lock,V,HOMONYM_CAND,1,2,9,9,verb.change|verb.contact|verb.creation|verb.emotion|verb.motion
attack,N,HOMONYM_CAND,2,1,9,2,noun.act|noun.communication|noun.process|noun.state
ply,V,HOMONYM_CAND,1,2,6,6,verb.consumption|verb.contact|verb.motion|verb.social
border,N,HOMONYM_CAND,2,1,5,2,noun.artifact|noun.location|noun.shape
lay,V,HOMONYM_CAND,2,1,12,10,verb.communication|verb.contact|verb.creation|verb.motion|verb.possession|verb.stative
resign,V,HOMONYM_CAND,1,2,4,3,verb.cognition|verb.possession|verb.social
branch,N,HOMONYM_CAND,2,1,6,2,noun.artifact|noun.group|noun.object|noun.phenomenon|noun.plant|noun.shape
